system_id,ligand_instance_chain,method,ranking_score,iface_iptm,correct,rmsd,lddt_pli,pb_valid,ligand_similarity,novelty_stratum,pocket_similarity,pocket_novelty_stratum,release_date,temporal_stratum,ligand_molecular_weight,ligand_num_heavy_atoms,ligand_num_rot_bonds,ifp_recall,ifp_jaccard,cluster,entry_pdb_id,morgan_tanimoto,sucos_shape_pocket_qcov,protein_seqsim_max,target_release_date,resolution,ligand_plddt_mean,ligand_plddt_min
7tm6__1__1.A__1.C_1.D,1.C,af3,0.987896432206334,0.98,1,0.476380854845047,0.95166015625,0.0,1.0,0,0.9621836043579692,0,2022-02-02,0,254.019153942,16,3,1.0,1.0,c153,7tm6,100.0,96.21836043579692,92.0,2001-02-07,,97.5018744468689,93.16999816894531
7tm6__1__1.A__1.C_1.D,1.D,af3,0.987896432206334,0.98,1,0.2950612008571625,0.9729166626930236,0.0,1.0,0,0.9124042417796852,0,2022-02-02,0,170.02128543809,10,4,1.0,1.0,c153,7tm6,100.0,96.21836043579692,92.0,2001-02-07,,97.5018744468689,93.16999816894531
8du3__1__1.A__1.B,1.B,af3,0.9878115739574302,0.96,1,0.2839949429035187,0.9717295169830322,1.0,0.22807017543859648,2,0.6566251853867813,2,2022-08-10,1,288.985073976,17,1,0.9333333333333333,0.9333333333333333,c105,8du3,22.807017543859647,65.66251853867813,100.0,2018-01-17,,92.54176465202781,87.22000122070312
5shi__1__1.A__1.E,1.E,af3,0.9877653266592632,0.97,1,0.2725829780101776,0.9811828136444092,0.0,0.17333333333333337,2,0.616684675234,2,2022-10-12,1,344.20009676800004,26,4,1.0,1.0,c2,5shi,17.333333333333336,61.6684675234,100.0,2016-03-09,,95.11384611863356,90.6500015258789
7u59__1__1.A__1.E_1.F,1.E,af3,0.9876944406357194,0.96,0,3.5694191455841064,0.751838207244873,0.0,0.17307692307692307,2,0.6342037058020636,2,2023-01-11,1,277.179026976,20,6,1.0,0.7777777777777778,c16,7u59,17.307692307692307,63.42037058020637,60.0,2018-05-30,,91.13649978637696,77.37999725341797
7sxg__1__1.A__1.C,1.C,af3,0.9876068315116155,0.78,1,0.8251951932907104,0.8543165326118469,1.0,0.313953488372093,2,0.6221967338158254,2,2023-06-14,2,466.218032576,34,4,0.95,0.9047619047619048,c1,7sxg,31.3953488372093,62.21967338158254,90.0,2018-03-14,,96.85735321044922,90.47000122070312
8exl__1__1.A__1.B,1.B,af3,0.9875802119616218,0.98,1,0.6299720406532288,0.9231448769569396,1.0,1.0,0,0.7490554338930913,1,2022-11-30,1,460.233522136,34,5,0.9130434782608695,0.9130434782608695,c74,8exl,100.0,74.90554338930913,57.0,2017-01-11,,94.17117713479435,78.25
7m9h__1__1.A_1.B__1.E,1.E,af3,0.9873953221596004,0.93,1,0.7573603391647339,0.9478074312210084,1.0,1.0,0,0.9844776687934484,0,2022-04-27,0,606.261101924,42,14,1.0,0.9411764705882353,c14,7m9h,100.0,98.44776687934484,100.0,2019-08-21,,95.40690503801618,78.41999816894531
5sgh__1__1.A__1.G,1.G,af3,0.9873866314103964,0.97,1,0.833708643913269,0.9222846627235411,1.0,0.18823529411764706,2,0.5839572920435461,2,2022-10-12,1,405.1913229760001,30,5,1.0,1.0,c2,5sgh,18.823529411764707,58.39572920435461,100.0,2016-03-09,,94.75233306884766,83.26000213623047
7p5f__1__1.A__1.C,1.C,af3,0.9872653329391552,0.97,1,0.2530625164508819,0.9405844211578368,1.0,0.4473684210526316,1,0.906476512767684,0,2021-11-17,0,375.158291532,28,5,1.0,1.0,c42,7p5f,44.73684210526316,90.6476512767684,100.0,2021-04-14,,97.27142824445453,88.5
7ly6__1__1.A_2.A__1.B_1.C_1.D,1.C,af3,0.9869190135401342,0.925,1,0.2046690434217453,0.9718785285949708,1.0,1.0,0,0.04586030491511425,3,2022-02-02,0,456.1046148819999,31,7,0.9565217391304348,0.9166666666666666,c499,7ly6,5.0,2.472852501951213,44.0,2008-10-28,,88.81806428970829,84.12999725341797
7ly6__1__1.A_2.A__1.B_1.C_1.D,1.B,af3,0.9869190135401342,0.67,0,3.115477561950684,0.6026785969734192,1.0,0.05,3,0.02472852501951213,3,2022-02-02,0,75.0320284,5,1,0.9565217391304348,0.9166666666666666,c499,7ly6,5.0,2.472852501951213,44.0,2008-10-28,,88.81806428970829,84.12999725341797
8gne__1__1.A__1.B,1.B,af3,0.9865813492289308,0.97,1,0.35624960064888,0.9596443176269532,0.0,0.2222222222222222,2,0.5765934676557107,2,2023-03-22,2,397.109627088,28,5,0.95,0.95,c105,8gne,22.22222222222222,57.65934676557107,97.0,2018-01-17,,95.17464310782296,89.94000244140625
5sip__1__1.A__1.G,1.G,af3,0.9864494071418384,0.97,0,3.272834539413452,0.7341808080673218,1.0,0.14606741573033707,3,0.562396042381636,2,2022-10-12,1,401.1600228480001,30,4,0.9375,0.7894736842105263,c2,5sip,14.606741573033707,56.2396042381636,100.0,2016-03-09,,94.5629997253418,82.2699966430664
7oyf__1__1.A_1.B__1.C_1.D_1.E_1.F_1.S,1.F,af3,0.9862194264421732,0.81,1,0.3056827783584595,0.9573288559913636,1.0,0.9807692307692308,0,0.7402913691444204,1,2021-12-01,0,427.0294149399999,27,6,0.9583333333333334,0.8518518518518519,c420,7oyf,,,,,,97.41333346896701,92.55999755859375
5sez__1__1.A__1.G,1.G,af3,0.9861625228154578,0.97,1,0.2985123991966247,0.9834482669830322,1.0,0.12790697674418605,3,0.5061218235937456,2,2022-10-12,1,377.104337812,27,4,0.9411764705882353,0.8888888888888888,c2,5sez,12.790697674418606,50.61218235937456,100.0,2016-03-09,,95.10518476698134,80.31999969482422
7u6b__1__1.A__1.B_1.E,1.B,af3,0.9860871755127588,0.96,1,0.6555387377738953,0.9399224519729614,0.0,0.175,2,0.5190851264679768,2,2022-04-06,0,313.179026976,23,5,1.0,1.0,c16,7u6b,17.5,51.90851264679768,59.0,2018-08-29,,89.69956439474355,79.58999633789062
7ovd__1__1.A__1.B,1.B,af3,0.9857833542478855,0.98,1,0.4940339028835296,0.9558111429214478,1.0,0.2575757575757576,2,0.7278246531469612,1,2021-10-06,0,313.10942319200007,22,3,0.9444444444444444,0.9444444444444444,c142,7ovd,25.75757575757576,72.78246531469613,100.0,2016-08-17,,96.25545467029919,88.4000015258789
8exu__1__1.A__1.B,1.B,af3,0.9856920113172482,0.98,1,0.3753353655338287,0.9573567509651184,1.0,0.35555555555555557,2,0.738059541771996,1,2022-11-30,1,451.14673878,32,5,0.95,0.9047619047619048,c74,8exu,35.55555555555556,73.8059541771996,100.0,2016-01-27,,94.15906310081482,81.51000213623047
8fjx__1__1.A__1.B_1.C,1.B,af3,0.9856200616733004,0.96,1,1.5053492784500122,0.7784988880157471,1.0,0.2755102040816326,2,0.726336511959247,1,2023-09-06,2,475.15255452,33,12,0.8333333333333334,0.75,c111,8fjx,27.55102040816326,72.6336511959247,100.0,2005-06-14,,94.26818200313684,80.55999755859375
8fjx__1__1.A__1.B_1.C,1.C,af3,0.9856200616733004,0.97,1,0.4908092617988586,0.9475560188293456,1.0,1.0,0,0.7905386761597342,1,2023-09-06,2,284.04204916582,18,5,0.8333333333333334,0.75,c111,8fjx,27.55102040816326,72.6336511959247,100.0,2005-06-14,,94.26818200313684,80.55999755859375
7xef__1__1.A__1.E,1.E,af3,0.9856100317952176,0.895,0,2.3018038272857666,0.6094391345977783,1.0,0.07317073170731707,3,0.2944835800926557,3,2023-01-18,1,267.162314292,20,4,0.95,0.95,c484,7xef,7.317073170731707,29.44835800926557,37.0,2017-03-01,,88.99400024414062,84.02999877929688
8czl__1__1.A__1.C_1.D,1.D,af3,0.9855522694235466,0.97,1,0.3158998191356659,0.907489001750946,1.0,0.7142857142857143,1,0.5752625259425084,2,2023-01-25,1,321.099456328,21,10,1.0,0.9333333333333333,c255,8czl,,,,,,93.18095179966518,85.5199966430664
5se0__1__1.A__1.G,1.G,af3,0.98545393123723,0.97,0,2.5605309009552,0.6819307208061218,1.0,0.13541666666666666,3,0.31314687345803344,3,2022-10-12,1,442.1865719440001,33,8,0.8333333333333334,0.75,c2,5se0,13.541666666666666,31.314687345803343,100.0,2016-03-09,,93.2539388483221,77.37000274658203
7xm7__1__1.A__1.E,1.E,af3,0.985438778252402,0.92,0,16.22563934326172,0.1328382790088653,0.0,0.1523809523809524,3,0.38040661292853445,3,2022-06-22,0,406.1441186880001,30,5,0.4,0.14285714285714285,c491,7xm7,15.23809523809524,38.04066129285344,52.0,2015-06-24,,93.95633341471354,75.01000213623047
7pvn__1__1.A__1.C_1.H_1.J,1.C,af3,0.9853754545600376,0.98,1,0.7636253237724304,0.9010180830955504,0.0,0.7966101694915254,0,0.1461489649994547,3,2022-08-31,1,506.9957454619998,31,8,0.9166666666666666,0.9166666666666666,c812,7pvn,79.66101694915254,14.614896499945472,36.0,2009-06-16,,95.57806445706275,85.83999633789062
7esc__1__1.A__1.B_1.C,1.B,af3,0.9853708205195982,0.97,1,0.5201200842857361,0.8733108043670654,1.0,0.8490566037735848,0,0.7335913358790911,1,2021-11-03,0,347.0630844179999,23,4,1.0,0.8947368421052632,c106,7esc,84.90566037735849,73.35913358790911,51.0,2013-02-27,,95.25391354768172,84.70999908447266
7wzv__1__1.A__1.C_1.E_1.F_1.K_1.O,1.F,af3,0.9853027294707232,0.97,1,0.4419171214103699,0.966216206550598,1.0,0.09876543209876544,3,0.2372336562724934,3,2022-12-28,1,336.1896512359999,23,4,0.9285714285714286,0.9285714285714286,c116,7wzv,,,,,,97.39913044805112,92.01000213623047
7wzv__1__1.A__1.C_1.E_1.F_1.K_1.O,1.E,af3,0.9853027294707232,0.98,1,0.4908874630928039,0.953938126564026,1.0,0.5942028985507246,1,0.43857342367555524,3,2022-12-28,1,398.137238804,27,7,0.9285714285714286,0.9285714285714286,c116,7wzv,,,,,,97.39913044805112,92.01000213623047
5sg6__1__1.A__1.G,1.G,af3,0.9852623329175632,0.97,0,2.058828830718994,0.8377071619033813,1.0,0.679245283018868,1,0.9855430183356841,0,2022-10-12,1,326.19674270400003,24,4,1.0,0.9375,c2,5sg6,67.9245283018868,98.55430183356842,100.0,2016-03-09,,94.552916208903,87.80000305175781
8bxx__1__1.A__1.E_1.F,1.E,af3,0.9852237341236976,0.97,1,0.5395007133483887,0.9420849680900574,1.0,1.0,0,0.9047779478740403,0,2023-01-18,1,663.1091218040001,44,11,1.0,0.8648648648648649,c147,8bxx,100.0,90.47779478740404,63.0,2019-04-24,,92.25181822343306,83.55999755859375
8h59__1__1.A__1.B,1.B,af3,0.9851863598228868,0.94,0,4.039995670318604,0.6102678775787354,0.0,0.1746031746031746,2,0.4307923661309872,3,2023-02-08,1,563.178038908,41,8,0.7777777777777778,0.7241379310344828,c1,8h59,17.46031746031746,43.07923661309872,63.0,2018-12-19,,87.4095116592035,65.91999816894531
8jdp__1__1.A__1.B_1.C,1.B,af3,0.985181763761354,0.98,1,0.2574382722377777,0.9885542392730712,1.0,1.0,0,0.8479766198345449,0,2023-10-18,2,785.1571346159997,53,13,0.926829268292683,0.926829268292683,c20,8jdp,100.0,84.79766198345449,42.0,2021-01-13,,97.81867952166863,92.05999755859375
8jdp__1__1.A__1.B_1.C,1.C,af3,0.985181763761354,0.95,1,0.3540531098842621,0.9802955389022828,1.0,0.2916666666666667,2,0.5888652953994314,2,2023-10-18,2,118.06299418,8,2,0.926829268292683,0.926829268292683,c20,8jdp,100.0,84.79766198345449,42.0,2021-01-13,,97.81867952166863,92.05999755859375
5sgt__1__1.A__1.G,1.G,af3,0.985162650548402,0.97,1,0.304319679737091,0.992829203605652,1.0,0.7627118644067796,1,0.4722388500039797,3,2022-10-12,1,425.137556088,32,5,1.0,0.9411764705882353,c2,5sgt,76.27118644067797,47.22388500039797,100.0,2015-08-12,,94.39781260490417,83.37000274658203
8d3j__1__1.A__1.D_1.E_1.F,1.D,af3,0.9851563259643744,0.98,1,0.2311085313558578,0.9620509743690492,1.0,1.0,0,0.8599397338212643,0,2023-11-08,2,785.1571346159997,53,13,0.9743589743589743,0.926829268292683,c167,8d3j,100.0,85.99397338212643,100.0,2016-11-16,,88.79307614839993,86.83999633789062
8d3j__1__1.A__1.D_1.E_1.F,1.E,af3,0.9851563259643744,0.92,1,0.338565468788147,0.914804458618164,1.0,0.10576923076923077,3,0.4592336518571707,3,2023-11-08,2,176.074976508,13,0,0.9743589743589743,0.926829268292683,c167,8d3j,100.0,85.99397338212643,100.0,2016-11-16,,88.79307614839993,86.83999633789062
8jdr__1__1.A__1.B_1.C,1.B,af3,0.985129642349807,0.98,1,0.275924950838089,0.9864016771316528,1.0,1.0,0,0.8195194811195562,1,2023-10-18,2,785.1571346159997,53,13,0.926829268292683,0.926829268292683,c20,8jdr,100.0,81.95194811195562,41.0,2021-01-13,,92.445554945204,88.43000030517578
8jdr__1__1.A__1.B_1.C,1.C,af3,0.985129642349807,0.96,1,0.4633926451206207,0.963235318660736,1.0,0.1851851851851852,2,0.619755781527109,2,2023-10-18,2,132.078644244,9,3,0.926829268292683,0.926829268292683,c20,8jdr,100.0,81.95194811195562,41.0,2021-01-13,,92.445554945204,88.43000030517578
7r26__1__1.A__1.B,1.B,af3,0.9851288106074868,0.98,1,0.3692274689674377,0.950294554233551,1.0,1.0,0,0.8961780738946094,0,2022-05-18,0,410.16780857200007,29,3,1.0,1.0,c315,7r26,100.0,89.61780738946094,51.0,2012-01-04,,93.95275905214507,83.9000015258789
7wew__1__1.A__1.K,1.K,af3,0.9850108343048484,0.98,1,1.9825719594955444,0.8126566410064697,0.0,0.4444444444444444,1,0.6230160657262759,2,2022-02-09,0,475.1580474220001,32,10,0.88,0.7333333333333333,c19,7wew,44.44444444444444,62.301606572627584,36.0,2015-10-07,,94.53562498092651,85.66000366210938
8e4s__1__1.A__1.B_1.C_1.D,1.D,af3,0.9849123909836484,0.95,0,2.786669969558716,0.6655052304267883,1.0,0.20408163265306117,2,0.6305656048822506,2,2022-09-21,1,418.125275064,30,6,1.0,0.8666666666666667,c30,8e4s,,,,,,93.54400024414062,83.2300033569336
5sku__1__1.A__1.G,1.G,af3,0.9849042096827668,0.97,0,10.485111236572266,0.1579232960939407,1.0,0.13592233009708735,3,0.320021648700769,3,2022-10-12,1,493.1900658359999,36,11,0.7647058823529411,0.5909090909090909,c509,5sku,13.592233009708735,32.002164870076896,100.0,2016-03-09,,94.36749988132053,73.44999694824219
7u99__1__1.A__1.B,1.B,af3,0.9848133114711916,0.97,1,0.4390774667263031,0.9719858169555664,0.0,0.14457831325301204,3,0.6764745271189122,2,2022-11-23,1,431.124798484,30,1,0.95,0.9047619047619048,c1,7u99,14.457831325301203,67.64745271189122,99.0,2014-01-15,,94.7186663309733,87.83999633789062
8qq4__1__1.A__1.B_1.I,1.I,af3,0.9847418110915896,0.99,1,0.4239290058612823,0.9807074069976808,1.0,0.7966101694915254,0,0.8929985975728649,0,2023-12-06,3,364.085079588,25,6,0.9523809523809523,0.9523809523809523,c247,8qq4,,,,,,97.05840026855469,92.45999908447266
5sir__1__1.A__1.G,1.G,af3,0.9847345611516772,0.97,1,0.6647211909294128,0.9232309460639954,1.0,0.09523809523809523,3,0.5276624563445153,2,2022-10-12,1,343.14331016400007,26,3,1.0,0.875,c2,5sir,9.523809523809524,52.76624563445152,100.0,2016-03-09,,93.10269282414363,85.48999786376953
7wzx__1__1.A__1.B_1.D_1.E_1.I,1.I,af3,0.9846520384548666,0.97,1,0.5640435218811035,0.943385660648346,1.0,0.13513513513513514,3,0.2424817987459055,3,2022-12-28,1,334.1740011719999,23,4,0.9285714285714286,0.9285714285714286,c116,7wzx,,,,,,98.51592593722873,96.70999908447266
7wzx__1__1.A__1.B_1.D_1.E_1.I,1.D,af3,0.9846520384548666,0.98,1,0.4000066220760345,0.9564120769500732,1.0,1.0,0,0.45953489212243265,3,2022-12-28,1,398.137238804,27,7,0.9285714285714286,0.9285714285714286,c116,7wzx,,,,,,98.51592593722873,96.70999908447266
8qqy__1__1.A__1.B,1.B,af3,0.9846449040475646,0.97,1,0.7071167230606079,0.9095149040222168,1.0,0.15789473684210525,3,0.623768698466365,2,2023-11-22,3,429.12708872,30,2,1.0,0.8571428571428571,c984,8qqy,15.789473684210526,62.376869846636495,58.0,2019-09-11,,95.09833424886068,81.62000274658203
8qpn__1__1.A__1.B_1.I,1.I,af3,0.9845643412201532,0.99,1,0.5305047035217285,0.9692471027374268,1.0,0.532258064516129,1,0.747154035270249,1,2023-12-06,3,364.085079588,25,6,0.9523809523809523,0.9523809523809523,c247,8qpn,,,,,,97.0759994506836,92.05999755859375
7pi1__1__1.A__1.F,1.F,af3,0.984557362877036,0.97,1,0.2137475460767746,0.9828646779060364,1.0,1.0,0,0.6886747326955542,1,2022-09-07,1,204.089877624,15,3,,,c197,7pi1,100.0,68.86747326955542,47.0,2002-02-27,,95.07799987792968,87.52999877929688
8etl__1__1.A__1.C,1.C,af3,0.9844852095524372,0.98,1,1.4905085563659668,0.687821626663208,1.0,0.16363636363636364,3,0.09030047977603943,3,2023-02-22,1,249.157622836,17,5,0.8571428571428571,0.75,c1011,8etl,16.363636363636363,9.030047977603942,52.0,2017-12-20,,92.24529311236213,71.80999755859375
5sf4__1__1.A__1.G,1.G,af3,0.9844414691256652,0.97,0,3.2087819576263428,0.6502304077148438,1.0,0.1414141414141414,3,0.3348658706163926,3,2022-10-12,1,469.2338564840001,35,9,0.75,0.6521739130434783,c2,5sf4,14.14141414141414,33.48658706163926,100.0,2016-03-09,,92.78885716029576,75.55000305175781
8dcd__1__1.A__1.E_1.Q_1.R,1.E,af3,0.9843762981610568,0.97,0,2.8950440883636475,0.7128215432167053,0.0,0.8448275862068965,0,0.7272103289508294,1,2022-10-12,1,522.9906600819999,32,8,0.8333333333333334,0.7407407407407407,c139,8dcd,84.48275862068965,72.72103289508294,100.0,2013-03-20,,93.56656241416931,75.91999816894531
8jm8__1__1.A__1.C_1.I,1.I,af3,0.9843587170575072,0.99,1,0.1011264696717262,0.9939560294151306,1.0,1.0,0,0.8159932825428032,1,2024-06-05,3,785.1571346159997,53,13,0.925,0.8604651162790697,c644,8jm8,34.146341463414636,61.14094631328787,99.0,2020-05-13,,98.27207586900244,90.55000305175781
8jm8__1__1.A__1.C_1.I,1.C,af3,0.9843587170575072,0.97,1,0.7278525829315186,0.9480369687080384,1.0,0.34146341463414637,2,0.6114094631328787,2,2024-06-05,3,219.089543276,16,1,0.925,0.8604651162790697,c644,8jm8,34.146341463414636,61.14094631328787,99.0,2020-05-13,,98.27207586900244,90.55000305175781
5sfy__1__1.A__1.G,1.G,af3,0.9842986717297434,0.96,0,2.186511516571045,0.7938709855079651,1.0,0.19230769230769235,2,0.8408943242282715,0,2022-10-12,1,321.14504148000003,24,3,1.0,0.875,c2,5sfy,19.230769230769234,84.08943242282714,100.0,2016-03-09,,93.7795836130778,86.13999938964844
8cqv__1__1.A_1.B__1.K_1.P,1.K,af3,0.9842838715082388,0.905,1,0.3033598661422729,0.953976035118103,1.0,1.0,0,0.9595931402269836,0,2024-03-27,3,456.1046148819999,31,7,1.0,0.9444444444444444,c448,8cqv,100.0,95.95931402269836,57.0,2014-05-28,,90.52645184916835,83.30000305175781
8bl0__1__1.A__1.C_1.E,1.C,af3,0.9842738328441208,0.98,1,0.1281000822782516,0.9979541897773744,1.0,1.0,0,0.8738176446997944,0,2023-11-22,3,559.0716736759997,36,9,1.0,1.0,c25,8bl0,100.0,87.38176446997944,100.0,2019-12-25,,97.59444342719183,91.56999969482422
8bl0__1__1.A__1.C_1.E,1.E,af3,0.9842738328441208,0.91,1,1.2861542701721191,0.8262711763381958,1.0,0.10619469026548671,3,0.3801195475687951,3,2023-11-22,3,495.075647404,32,6,1.0,1.0,c25,8bl0,100.0,87.38176446997944,100.0,2019-12-25,,97.59444342719183,91.56999969482422
7zo4__1__1.A__1.B_1.C_1.G,1.G,af3,0.9842480608449328,0.75,1,1.152260422706604,0.8878986835479736,1.0,0.3142857142857143,2,0.6355195196146842,2,2023-03-08,1,357.13584183599994,24,6,1.0,1.0,c125,7zo4,,,,,,63.62875016530355,44.02000045776367
8d19__1__1.A__1.C_1.D,1.D,af3,0.9841990751644274,0.97,1,0.2838233113288879,0.9155011773109436,1.0,1.0,0,0.6795440689501866,1,2023-01-25,1,307.083806264,20,9,1.0,1.0,c255,8d19,,,,,,92.18250007629395,84.94000244140625
5sfl__1__1.A__1.G,1.G,af3,0.9838578797778732,0.96,0,7.429373264312744,0.2952103912830353,1.0,0.08849557522123894,3,0.2942952061964174,3,2022-10-12,1,451.20803566,33,8,0.7058823529411765,0.6666666666666666,c2,5sfl,8.849557522123893,29.42952061964174,40.0,2004-12-14,,92.7369701501095,80.41999816894531
5sex__1__1.A__1.G,1.G,af3,0.9838514057695764,0.96,1,0.3761558830738067,0.9733468294143676,1.0,0.09195402298850575,3,0.4336743882344657,3,2022-10-12,1,385.153874848,29,4,0.9375,0.8823529411764706,c2,5sex,9.195402298850574,43.36743882344657,100.0,2016-03-09,,92.63000067349138,77.58000183105469
5sfd__1__1.A__1.G,1.G,af3,0.9838479573195176,0.96,0,2.065103530883789,0.82421875,1.0,0.6666666666666665,1,0.9436261227352207,0,2022-10-12,1,340.21239276800003,25,4,0.9333333333333333,0.875,c2,5sfd,66.66666666666666,94.36261227352207,100.0,2016-03-09,,93.74160034179687,85.68000030517578
7dvb__1__1.A__1.E,1.E,af3,0.9837254384232184,0.98,1,0.207906574010849,0.9960254430770874,1.0,1.0,0,0.658902522846414,2,2022-01-19,0,283.03618737600004,18,3,1.0,1.0,c148,7dvb,100.0,65.8902522846414,40.0,2021-05-19,,97.40777757432726,92.0999984741211
8ak8__1__1.A__1.C_1.F_1.L,1.C,af3,0.9837042856696032,0.98,1,0.1176725700497627,0.9964612722396852,1.0,1.0,0,0.9487041573016394,0,2023-08-16,2,559.0716736759997,36,9,1.0,1.0,c25,8ak8,100.0,94.87041573016394,100.0,2019-12-25,,98.43277782864041,94.6500015258789
8ak8__1__1.A__1.C_1.F_1.L,1.L,af3,0.9837042856696032,0.97,0,4.794836044311523,0.5162907242774963,1.0,0.09523809523809523,3,0.8253356606572515,1,2023-08-16,2,137.047678464,10,1,1.0,1.0,c25,8ak8,100.0,94.87041573016394,100.0,2019-12-25,,98.43277782864041,94.6500015258789
8qmy__1__1.A__1.D_1.E,1.D,af3,0.9836951870424088,0.98,1,0.4777979552745819,0.9502816796302797,1.0,1.0,0,0.6158163169250607,2,2024-05-01,3,785.1571346159997,53,13,0.9722222222222222,0.9722222222222222,c324,8qmy,100.0,61.58163169250607,39.0,2008-01-08,,97.01396236779554,88.36000061035156
8jdg__1__1.A__1.B_1.C,1.C,af3,0.9836742255222358,0.94,1,1.0158460140228271,0.8624338507652283,1.0,0.45454545454545453,1,0.713941184199167,1,2023-10-18,2,104.047344116,7,2,1.0,0.9,c20,8jdg,100.0,82.50657901916188,42.0,2021-01-13,,88.47428676060268,84.66000366210938
8jdg__1__1.A__1.B_1.C,1.B,af3,0.9836742255222358,0.98,1,0.2610788941383362,0.9809863567352296,1.0,1.0,0,0.8250657901916187,1,2023-10-18,2,785.1571346159997,53,13,1.0,0.9,c20,8jdg,100.0,82.50657901916188,42.0,2021-01-13,,88.47428676060268,84.66000366210938
8twj__1__1.A__1.B_1.C_1.D_1.E,1.B,af3,0.9836648276962614,0.98,1,0.940915822982788,0.8878424763679504,1.0,0.515625,1,0.5024750876620611,3,2024-02-28,3,404.0021971479999,25,6,0.9333333333333333,0.875,c547,8twj,51.5625,50.24750876620611,100.0,2007-05-22,,97.28920013427734,90.37999725341797
7lov__1__1.A__1.C_1.D_1.H,1.D,af3,0.9836315077652676,0.98,1,0.327670007944107,0.9761749505996704,1.0,1.0,0,0.9709599554681244,0,2021-11-17,0,404.0021971479999,25,6,0.9444444444444444,0.9444444444444444,c312,7lov,23.333333333333332,82.61491611916733,100.0,2005-08-03,,96.98160064697265,90.63999938964844
7lov__1__1.A__1.C_1.D_1.H,1.C,af3,0.9836315077652676,0.98,1,0.2271838933229446,0.9628646969795228,0.0,0.2333333333333333,2,0.8261491611916734,1,2021-11-17,0,163.084457896,11,1,0.9444444444444444,0.9444444444444444,c312,7lov,23.333333333333332,82.61491611916733,100.0,2005-08-03,,96.98160064697265,90.63999938964844
5skh__1__1.A__1.H,1.H,af3,0.9836020922122664,0.96,1,1.2333170175552368,0.8481104373931885,1.0,0.8301886792452831,0,0.8605678430732067,0,2022-10-12,1,416.0896385040001,30,4,1.0,1.0,c35,5skh,83.01886792452831,86.05678430732067,100.0,2016-03-09,,93.98500035603841,73.2300033569336
8r1n__1__1.A__1.C,1.C,af3,0.9835250227816218,0.665,1,1.24144446849823,0.7170172333717346,1.0,0.109375,3,0.6117835549010316,2,2024-03-20,3,242.094294308,18,4,0.8,0.75,c1,8r1n,10.9375,61.178355490103165,42.0,2020-04-08,,93.77777820163303,87.66999816894531
7u6a__1__1.A__1.B_1.F,1.B,af3,0.983447501906197,0.96,0,3.310974597930908,0.7659883499145508,0.0,0.2950819672131147,2,0.823780142549692,1,2022-04-06,0,262.077598688,18,5,0.9333333333333333,0.875,c16,7u6a,29.50819672131147,82.3780142549692,100.0,2020-07-22,,88.7683334350586,67.45999908447266
7zig__1__1.A__1.B_1.C,1.B,af3,0.9834314953341752,0.95,1,1.213180422782898,0.8580077886581421,1.0,0.1652892561983471,3,0.2563791199761203,3,2022-09-07,1,530.2026159320001,39,9,0.9583333333333334,0.8214285714285714,c34,7zig,16.528925619834713,25.637911997612026,99.0,2017-01-25,,91.84307743952824,83.5199966430664
8jdn__1__1.A__1.B_1.C,1.B,af3,0.9834278882089428,0.98,1,0.2654901444911957,0.988588571548462,1.0,1.0,0,0.8393477112318366,0,2023-10-18,2,785.1571346159997,53,13,0.926829268292683,0.926829268292683,c20,8jdn,100.0,83.93477112318367,43.0,2021-01-13,,87.63000011444092,83.30999755859375
8jdn__1__1.A__1.B_1.C,1.C,af3,0.9834278882089428,0.94,1,0.4476330876350403,0.9684466123580932,1.0,0.5454545454545454,1,0.6552144714274755,2,2023-10-18,2,118.06299418,8,3,0.926829268292683,0.926829268292683,c20,8jdn,100.0,83.93477112318367,43.0,2021-01-13,,87.63000011444092,83.30999755859375
8azo__1__1.A__1.C,1.C,af3,0.9831982586001364,0.96,1,0.2153870463371276,0.9644593000411988,1.0,0.7313432835820897,1,0.940531276395086,0,2024-03-20,3,455.0607150680001,29,8,1.0,0.9523809523809523,c43,8azo,73.13432835820896,94.0531276395086,100.0,2020-12-02,,96.5768971936456,90.02999877929688
8t27__1__1.A__1.B,1.B,af3,0.9831953545030234,0.98,1,0.2038191705942154,0.9624773859977722,1.0,0.4727272727272727,1,0.9023072622274212,0,2023-10-04,2,309.105981188,21,5,1.0,1.0,c59,8t27,47.27272727272727,90.23072622274212,45.0,2004-09-30,,97.7066664922805,95.27999877929688
8gvj__1__1.A__1.B,1.B,af3,0.9831907807013824,0.97,0,2.03800630569458,0.760008692741394,0.0,0.1981981981981982,2,0.5544717765236356,2,2022-11-23,1,558.1991087000001,41,0,0.95,0.8636363636363636,c1,8gvj,19.81981981981982,55.44717765236356,100.0,2015-03-18,,95.5987803761552,85.38999938964844
8azd__1__1.A__1.C,1.C,af3,0.982793458398386,0.96,1,0.2409885376691818,0.9658239483833312,0.0,1.0,0,0.9348446325590903,0,2023-09-13,2,559.0716736759997,36,9,1.0,0.9629629629629629,c43,8azd,100.0,93.48446325590903,100.0,2020-05-06,,96.54222255282932,89.12000274658203
